timedelta,n_tokens_title,n_tokens_content,n_unique_tokens,n_non_stop_words,n_non_stop_unique_tokens,num_hrefs,num_self_hrefs,num_imgs,num_videos,average_token_length,num_keywords,data_channel_is_lifestyle,data_channel_is_entertainment,data_channel_is_bus,data_channel_is_socmed,data_channel_is_tech,data_channel_is_world,self_reference_min_shares,self_reference_max_shares,self_reference_avg_sharess,weekday_is_monday,weekday_is_tuesday,weekday_is_wednesday,weekday_is_thursday,weekday_is_friday,weekday_is_saturday,weekday_is_sunday,is_weekend,LDA_00,LDA_01,LDA_02,LDA_03,LDA_04,global_subjectivity,global_sentiment_polarity,global_rate_positive_words,global_rate_negative_words,rate_positive_words,rate_negative_words,avg_positive_polarity,min_positive_polarity,max_positive_polarity,avg_negative_polarity,min_negative_polarity,max_negative_polarity,title_subjectivity,title_sentiment_polarity,abs_title_subjectivity,abs_title_sentiment_polarity,shares
44,10,1576,0.35219326106,0.999999998775,0.5649509797,3,3,2,1,4.36802030457,7,0,1,0,0,0,0,717,1000,858.5,0,1,0,0,0,0,0,0,0.028571705274,0.885618518015,0.0285717827014,0.0286663732282,0.0285716207812,0.504030871805,0.056540509369,0.0450507614213,0.0291878172589,0.606837606838,0.393162393162,0.349411163953,0.0625,1,-0.331677018634,-0.8,-0.025,0.666666666667,0.333333333333,0.166666666667,0.333333333333,6.79234442747081
386,12,373,0.560109288087,0.99999999537,0.749999996528,4,0,1,1,4.50670241287,9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.799110549557,0.133262269497,0.0222233685586,0.0228994322128,0.0225043801753,0.555459770115,0.157183908046,0.0428954423592,0.0241286863271,0.64,0.36,0.472395833333,0.1,1,-0.349074074074,-0.8,-0.05,0,0,0.5,0,7.00306545878646
177,9,208,0.645631064827,0.99999999115,0.831858399718,5,4,1,0,4.49519230769,8,0,0,0,1,0,0,1200,2100,1650,0,1,0,0,0,0,0,0,0.491325770042,0.150614262308,0.186492138843,0.146353021112,0.0252148076946,0.653598484848,0.149918831169,0.0384615384615,0.0144230769231,0.727272727273,0.272727272727,0.392045454545,0.1,1,-0.345833333333,-0.6,-0.125,0,0,0.5,0,7.09007683577609
352,7,759,0.543766577528,0.999999997854,0.746781114277,10,0,1,0,4.82608695652,7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.885312981673,0.028574478929,0.0286359864624,0.0287080470357,0.0287685059002,0.449832887701,0.210505793226,0.0619235836627,0.0184453227931,0.770491803279,0.229508196721,0.371441005803,0.0333333333333,1,-0.201884920635,-0.5,-0.05,0,0,0.5,0,7.86326672400957
31,11,832,0.500622664383,0.999999998073,0.662813100842,33,1,1,1,4.89903846154,6,0,0,0,0,0,1,2700,2700,2700,1,0,0,0,0,0,0,0,0.033379584596,0.033334246603,0.866617048715,0.0333339322799,0.0333351878062,0.380905190905,-0.00919991419991,0.0132211538462,0.0168269230769,0.44,0.56,0.285064935065,0.05,0.5,-0.231150793651,-0.75,-0.05,0.4,-0.2,0.1,0.2,6.89060912014717
181,10,112,0.669642851164,0.999999985915,0.76056336957,4,3,0,2,4.74107142857,7,0,0,0,1,0,0,3700,3700,3700,0,0,0,0,1,0,0,0,0.03045850438,0.0285818542302,0.457339365145,0.0300900295328,0.453530246712,0.515176767677,0.182803030303,0.0625,0.00892857142857,0.875,0.125,0.386147186147,0.0333333333333,1,-0.875,-0.875,-0.875,1,-0.875,0.5,0.875,7.24422751560335
555,10,330,0.675078862224,0.999999995726,0.756410253178,19,3,1,0,5.21818181818,6,0,0,0,0,0,1,1200,1200,1200,0,1,0,0,0,0,0,0,0.0344182692344,0.0334224900358,0.865295994865,0.0335269922762,0.0333362535884,0.207106782107,0.00767086448905,0.00606060606061,0.0151515151515,0.285714285714,0.714285714286,0.318181818182,0.136363636364,0.5,-0.110396825397,-0.155555555556,-0.0714285714286,0,0,0.5,0,6.53233429222235
286,10,414,0.514925371853,0.999999996016,0.665338642768,6,5,4,0,4.38164251208,10,0,0,0,0,1,0,4000,4000,4000,0,0,0,0,1,0,0,0,0.0200107675447,0.120224112431,0.0200129606037,0.0200096292456,0.819742530175,0.504831478046,0.256083797155,0.0507246376812,0.0024154589372,0.954545454545,0.0454545454545,0.367238713667,0.136363636364,0.5,-0.166666666667,-0.166666666667,-0.166666666667,0.55873015873,0.288095238095,0.0587301587302,0.288095238095,8.57546209954021
594,10,481,0.565957445604,0.99999999631,0.782287819992,16,5,1,0,4.65280665281,8,0,0,1,0,0,0,751,896,823.5,0,0,0,0,1,0,0,0,0.400954682261,0.523493489062,0.0252111712009,0.0250012164385,0.0253394410373,0.354565515785,0.0831907929469,0.039501039501,0.018711018711,0.678571428571,0.321428571429,0.301948051948,0.1,0.7,-0.214021164021,-0.5,-0.125,0,0,0.5,0,6.81673588059497
84,15,848,0.248031495737,0.999999998175,0.273722627238,5,5,37,0,5.05896226415,9,0,0,0,0,1,0,1800,16700,5480,0,0,0,1,0,0,0,0,0.0222543560001,0.022223784408,0.359615395107,0.0222228866287,0.573683577857,0.424503710575,0.0923562152134,0.0212264150943,0.00353773584906,0.857142857143,0.142857142857,0.23810966811,0.1,0.5,-0.566666666667,-0.7,-0.4,0,0,0.5,0,6.82001636467413
718,11,80,0.77215188896,0.999999979167,0.854166648872,2,2,0,1,4.3,6,0,0,0,0,0,0,10000,10000,10000,0,0,0,0,0,0,1,1,0.033386207623,0.0334280060817,0.0333515777417,0.866497132694,0.0333370758596,0.375,0.275,0.05,0.0125,0.8,0.2,0.55,0.1,0.8,-0.15,-0.15,-0.15,0.2,0.1,0.3,0.1,8.26873183211774
575,11,578,0.482517481674,0.999999997006,0.658682632758,8,7,1,0,4.98615916955,6,0,0,1,0,0,0,701,11700,4883.5,0,0,1,0,0,0,0,0,0.866479892306,0.0333529598832,0.0333979173044,0.033435488299,0.0333337422078,0.372023425747,0.168069371527,0.0622837370242,0.0190311418685,0.765957446809,0.234042553191,0.32763047138,0.0333333333333,0.6,-0.200559163059,-0.7,-0.0714285714286,0,0,0.5,0,7.78322401633604
339,14,191,0.660818709586,0.999999990291,0.805825234895,3,1,1,1,4.55497382199,7,0,0,1,0,0,0,18000,18000,18000,1,0,0,0,0,0,0,0,0.88564667344,0.0285848604075,0.02859753626,0.0285990263821,0.0285719035105,0.495833333333,0.177272727273,0.0575916230366,0.0157068062827,0.785714285714,0.214285714286,0.362396694215,0.1,0.5,-0.383333333333,-0.5,-0.25,0.666666666667,0.333333333333,0.166666666667,0.333333333333,7.49554194388426
359,8,774,0.468668406699,0.999999997817,0.633187771543,12,5,1,0,4.8023255814,5,0,0,0,1,0,0,1900,8700,3740,0,1,0,0,0,0,0,0,0.839684786453,0.0400309492987,0.0401405759965,0.0401430568725,0.0400006313794,0.412741213589,0.115993469807,0.046511627907,0.0116279069767,0.8,0.2,0.251459535835,0.0333333333333,0.6,-0.165277777778,-0.333333333333,-0.05,0.0666666666667,0.0333333333333,0.433333333333,0.0333333333333,8.24275634571448
611,8,316,0.566101692996,0.999999995074,0.665024627266,25,2,1,0,4.94936708861,7,0,0,0,0,0,0,2800,2800,2800,0,1,0,0,0,0,0,0,0.261485262954,0.0286330869036,0.0285960709264,0.652474913889,0.0288106653268,0.553240740741,0.1,0.0221518987342,0.00949367088608,0.7,0.3,0.485714285714,0.25,1,-0.433333333333,-0.5,-0.3,1,0.5,0.5,0.5,9.15904707758863
349,10,562,0.513416814824,0.999999997015,0.698507460601,19,6,2,1,4.6743772242,6,0,0,0,0,0,1,1000,3600,2020,0,0,0,0,1,0,0,0,0.0334509438995,0.205932287131,0.6939475467,0.0333340098769,0.0333352123922,0.407647140094,0.0495003223727,0.0391459074733,0.0195729537367,0.666666666667,0.333333333333,0.284917355372,0.05,0.6,-0.353787878788,-0.7,-0.125,0,0,0.5,0,6.87419849545329
443,11,179,0.536723160809,0.999999992,0.631999994944,25,4,20,0,5.60893854749,9,0,0,0,0,0,0,15500,15500,15500,0,1,0,0,0,0,0,0,0.0235330752835,0.0222373794214,0.0224590818102,0.90812727082,0.0236431926654,0.590277777778,0.0479166666667,0.0223463687151,0.0223463687151,0.5,0.5,0.5,0.166666666667,1,-0.35625,-1,-0.1,0,0,0.5,0,10.1385596747156
322,14,114,0.798245607033,0.999999984615,0.938461524024,5,1,0,0,4.58771929825,10,0,0,1,0,0,0,1800,1800,1800,0,0,0,1,0,0,0,0,0.168926413522,0.116937412532,0.118903397241,0.0200804717855,0.57515230492,0.541666666667,0.09375,0.0438596491228,0.0175438596491,0.714285714286,0.285714285714,0.47,0.2,0.8,-0.625,-0.75,-0.5,0.5125,-0.3875,0.0125,0.3875,6.38519439899773
230,6,114,0.796460169943,0.999999989011,0.868131858592,8,2,3,0,5.70175438596,6,0,0,0,0,0,1,1300,1300,1300,0,0,0,0,1,0,0,0,0.0333346043776,0.0333340573788,0.866661580356,0.0333337824235,0.0333359754637,0.448917748918,0.248484848485,0.0438596491228,0,1,0,0.347878787879,0.136363636364,0.8,0,0,0,0,0,0.5,0,7.09007683577609
483,6,489,0.544680849905,0.999999996416,0.720430104945,9,5,1,0,4.69734151329,4,0,0,1,0,0,0,1300,5900,3300,0,0,0,1,0,0,0,0,0.799756738325,0.050046686864,0.0500952068932,0.0501006583658,0.0500007095524,0.348270750988,0.10331027668,0.0429447852761,0.0184049079755,0.7,0.3,0.31240981241,0.05,0.7,-0.219444444444,-0.4,-0.1,0.15,0.25,0.35,0.25,6.90775527898214
61,10,896,0.44167610369,0.999999998117,0.630885121222,11,1,9,0,4.49330357143,9,0,0,0,0,0,0,41100,41100,41100,0,0,0,0,0,1,0,1,0.0222230617124,0.134185220793,0.0222558915437,0.798923565653,0.0224122602975,0.371097811158,0.151295876145,0.0546875,0.0189732142857,0.742424242424,0.257575757576,0.38366330948,0.1,0.9,-0.284232026144,-0.7,-0.1,0,0,0.5,0,7.37775890822787
302,14,517,0.515564201332,0.999999996732,0.676470586025,5,3,1,0,4.60928433269,10,0,0,0,0,0,1,3300,3300,3300,0,0,1,0,0,0,0,0,0.020003057216,0.020002476877,0.524822261507,0.315990083115,0.119182121285,0.536831731954,0.0680278393693,0.027079303675,0.0154738878143,0.636363636364,0.363636363636,0.37224025974,0.1,0.8,-0.277777777778,-0.5,-0.125,0,0,0.5,0,7.43838353004431
191,8,621,0.521739129562,0.999999997333,0.690666664825,14,4,1,0,4.69565217391,6,0,0,0,0,0,1,2700,5100,3900,0,1,0,0,0,0,0,0,0.0333366816721,0.0333369263099,0.866407764935,0.0335346721484,0.033383954935,0.540653717627,0.294465329992,0.0434782608696,0.00966183574879,0.818181818182,0.181818181818,0.471913580247,0.1,1,-0.165806878307,-0.5,-0.0714285714286,0,0,0.5,0,9.86266555801587
43,10,867,0.469411764154,0.999999998073,0.643545278143,41,2,13,5,4.79930795848,9,0,1,0,0,0,0,1500,5900,3700,0,0,1,0,0,0,0,0,0.414184389864,0.0226452151709,0.0222931019945,0.518281661562,0.0225956314087,0.510482230947,0.13113409846,0.0542099192618,0.0196078431373,0.734375,0.265625,0.365656719167,0.1,1,-0.358823529412,-0.8,-0.05,0.9,0.4,0.4,0.4,7.9373746961633
190,10,394,0.568181816568,0.999999996587,0.58703071472,63,2,1,1,5.92131979695,9,0,0,0,0,0,0,5700,5700,5700,0,0,1,0,0,0,0,0,0.0222227447853,0.0222317190912,0.466305091608,0.467018051555,0.0222223929601,0.678571428571,0.214285714286,0.0177664974619,0.0126903553299,0.583333333333,0.416666666667,0.571428571429,0.1,1,-0.214285714286,-0.3,-0.0714285714286,0,0,0.5,0,8.77955745588373
12,13,627,0.466996698899,0.999999997608,0.562200955593,28,5,1,0,4.95215311005,7,0,0,0,0,0,1,1100,4200,2825,0,0,0,0,0,1,0,1,0.0285727517381,0.0285728268736,0.742939846723,0.0285723149447,0.171342259721,0.31368861024,0.134796238245,0.0271132376396,0.0111642743222,0.708333333333,0.291666666667,0.301515151515,0.0333333333333,1,-0.142857142857,-0.2,-0.05,0.05,0,0.45,0,6.89467003943348
665,12,293,0.579861109098,0.999999994186,0.726744181821,7,4,0,0,4.74744027304,9,1,0,0,0,0,0,20800,35800,28300,0,0,0,1,0,0,0,0,0.0222942352363,0.0222616434339,0.022239536932,0.0222924131022,0.910912171296,0.414343009931,0.163973771327,0.037542662116,0.0136518771331,0.733333333333,0.266666666667,0.291877213695,0.1,0.6,-0.0782738095238,-0.125,-0.05,0,0,0.5,0,7.09007683577609
255,13,280,0.601532564745,0.999999994872,0.641025637738,20,2,0,18,4.77857142857,10,0,0,0,0,0,0,2300,3100,2700,1,0,0,0,0,0,0,0,0.0200017116338,0.140230173649,0.0200008826631,0.799764480134,0.0200027519207,0.595562770563,0.0555735930736,0.0321428571429,0.0142857142857,0.692307692308,0.307692307692,0.292929292929,0.1,0.5,-0.370833333333,-0.5,-0.15,0.4,-0.3,0.1,0.3,8.8246778911642
512,5,142,0.683098586739,0.99999998913,0.782608687146,8,0,1,0,4.9014084507,9,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.578538808549,0.0222231955047,0.247507181499,0.0222228117242,0.129508002723,0.498888888889,0.3325,0.056338028169,0.00704225352113,0.888888888889,0.111111111111,0.446875,0.3,1,-0.25,-0.25,-0.25,0,0,0.5,0,6.60123011872888
472,10,175,0.753521121454,0.999999990196,0.813725482218,5,2,28,2,3.98285714286,5,0,0,0,1,0,0,1400,18200,9800,1,0,0,0,0,0,0,0,0.0400017932843,0.409347354428,0.0400008572379,0.470649491656,0.0400005033942,0.526125541126,0.19025974026,0.0571428571429,0.00571428571429,0.909090909091,0.0909090909091,0.207402597403,0.1,0.5,-0.0714285714286,-0.0714285714286,-0.0714285714286,0,0,0.5,0,8.13153071060425
573,7,680,0.548725636359,0.999999997625,0.714964368848,20,0,1,0,4.64411764706,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.580666097605,0.0400410372579,0.0401792729781,0.299084149011,0.0400294431482,0.455616605617,0.108257020757,0.0294117647059,0.00882352941176,0.769230769231,0.230769230769,0.334615800866,0.0333333333333,0.8,-0.213988095238,-0.4,-0.0714285714286,0,0,0.5,0,6.33859407820318
25,9,528,0.515444014449,0.999999997175,0.632768359794,11,0,2,0,5.27272727273,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0.066668203293,0.06666675664,0.733324185893,0.0666666886591,0.0666741655151,0.319907407407,0.0167508417508,0.0151515151515,0.0284090909091,0.347826086957,0.652173913043,0.396212121212,0.136363636364,0.5,-0.171111111111,-0.5,-0.05,0,0,0.5,0,7.97246601597457
464,12,274,0.56862744875,0.99999999422,0.647398840188,17,3,13,1,4.35766423358,10,0,1,0,0,0,0,953,9800,5376.5,0,1,0,0,0,0,0,0,0.0200180252595,0.919856554046,0.0200004834084,0.0201194909976,0.0200054462882,0.477718360071,0.0251782531194,0.0255474452555,0.014598540146,0.636363636364,0.363636363636,0.271861471861,0.1,0.5,-0.525,-1,-0.1,1,-1,0.5,1,7.54960916515453
486,9,356,0.498422711361,0.999999995283,0.603773582058,22,1,11,0,4.25,10,0,0,0,0,1,0,1300,1300,1300,1,0,0,0,0,0,0,0,0.020083843918,0.0200128269483,0.0200063716251,0.0200184606496,0.919878496859,0.516666666667,0.236574074074,0.064606741573,0.0252808988764,0.71875,0.28125,0.45,0.1,1,-0.314969135802,-0.7,-0.1,0.3,1,0.2,1,6.70318811324086
680,12,659,0.452054793832,0.999999997512,0.587064675157,6,3,1,0,5.16084977238,7,0,0,0,0,0,1,1500,2100,1800,0,0,1,0,0,0,0,0,0.028600179338,0.0285807378887,0.766967919899,0.147274695895,0.02857646698,0.490060200216,0.0518618100649,0.0257966616085,0.00758725341426,0.772727272727,0.227272727273,0.200563407181,0.0625,0.5,-0.35,-0.5,-0.125,1,0,0.5,0,7.74066440191724
469,13,1044,0.444658324885,0.999999998305,0.654237287027,13,0,1,0,4.70977011494,8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.899682504581,0.0250022621495,0.0250007904116,0.0250442855886,0.0252701572696,0.552897016946,0.11972340344,0.0526819923372,0.0201149425287,0.723684210526,0.276315789474,0.412901416765,0.0333333333333,1,-0.378373015873,-1,-0.1,0.175,-0.125,0.325,0.125,8.38935981990635
533,12,72,0.819444433063,0.999999977778,0.888888869136,4,2,0,0,4.51388888889,7,0,0,0,0,0,0,6600,6600,6600,0,0,1,0,0,0,0,0,0.0285721515416,0.528918457391,0.0285718495328,0.385273232601,0.0286643089329,0.531986531987,0.229966329966,0.111111111111,0.0138888888889,0.888888888889,0.111111111111,0.302462121212,0.136363636364,0.5,-0.1,-0.1,-0.1,0.511111111111,0.261111111111,0.0111111111111,0.261111111111,7.00306545878646
629,10,1226,0.430973450946,0.999999998768,0.518472905765,74,1,1,0,5.12724306688,4,0,0,0,0,0,1,3100,3100,3100,0,0,0,0,1,0,0,0,0.0531973148634,0.0502322439338,0.796050528957,0.0505130348362,0.0500068774093,0.436516955267,0.0134224499459,0.0203915171289,0.0163132137031,0.555555555556,0.444444444444,0.330861471861,0.1,1,-0.24625,-0.6,-0.05,0,0,0.5,0,7.9373746961633
222,12,0,0,0,0,0,0,10,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.0200052550628,0.0200068208468,0.817534209088,0.12052945255,0.0219242624526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,7.43838353004431
525,8,336,0.604863220046,0.999999995146,0.76213591863,9,4,1,0,4.59523809524,5,0,0,1,0,0,0,775,1800,1325,0,0,0,1,0,0,0,0,0.440596635679,0.040000878172,0.0400011525027,0.0400002174348,0.439401116212,0.402447089947,0.16078042328,0.0267857142857,0.00892857142857,0.75,0.25,0.43544973545,0.1,1,-0.275,-0.4,-0.125,0.333333333333,0,0.166666666667,0,6.75809450442773
659,11,294,0.639455780138,0.999999994186,0.819767437094,7,2,0,0,4.67346938776,8,1,0,0,0,0,0,1600,8900,5250,0,0,1,0,0,0,0,0,0.0250937200766,0.159151211074,0.147245947764,0.0250204552965,0.643488665788,0.4,0.03,0.0170068027211,0.00340136054422,0.833333333333,0.166666666667,0.19,0.1,0.4,-0.166666666667,-0.166666666667,-0.166666666667,0.5,0,0,0,8.03915739047324
509,12,535,0.560460651515,0.99999999697,0.742424240174,15,4,10,1,4.43177570093,5,0,0,0,0,0,0,2000,2600,2300,0,0,0,0,0,1,0,1,0.0400007343988,0.0400215846465,0.040000404546,0.839976942203,0.0400003342061,0.496818070818,0.101467948718,0.0429906542056,0.0336448598131,0.560975609756,0.439024390244,0.441666666667,0.1,1,-0.249163105413,-0.6,-0.025,0.5,0.136363636364,0,0.136363636364,7.09007683577609
22,8,1067,0.445506691735,0.999999998433,0.622257052316,15,8,8,0,4.66822867854,8,0,0,0,0,0,1,604,9200,2019.875,0,0,1,0,0,0,0,0,0.148367752192,0.150400590917,0.650912268325,0.0253166236974,0.0250027648691,0.45064484127,0.180480283605,0.0243673851921,0.00562324273664,0.8125,0.1875,0.450757575758,0.05,1,-0.38912037037,-1,-0.1,1,1,0.5,1,7.49554194388426
430,10,600,0.508620688778,0.999999997319,0.648793563944,23,9,15,0,4.76666666667,9,0,1,0,0,0,0,784,17300,4234.5,1,0,0,0,0,0,0,0,0.202119537421,0.730855307925,0.0222235704681,0.0225006181536,0.022300966032,0.457255591631,0.173372113997,0.0633333333333,0.0166666666667,0.791666666667,0.208333333333,0.342484051037,0.0333333333333,1,-0.272222222222,-0.7,-0.05,0.775,0.3875,0.275,0.3875,6.87935580446044
277,9,785,0.508430608938,0.999999997722,0.735763096274,21,5,6,0,4.66369426752,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0202584467631,0.280381070997,0.0200178750626,0.0200530882778,0.659289518899,0.510789521151,0.293826422116,0.0713375796178,0.0114649681529,0.861538461538,0.138461538462,0.448045183983,0.0333333333333,1,-0.230709876543,-0.5,-0.1,0.166666666667,0,0.333333333333,0,8.3187422526924
638,10,408,0.55802468998,0.999999996644,0.627516776418,5,2,15,0,4.67156862745,10,0,1,0,0,0,0,4200,4200,4200,0,0,1,0,0,0,0,0,0.0200181854133,0.919330996994,0.0200004787852,0.0206447293138,0.0200056094935,0.481191222571,-0.0632575757576,0.0171568627451,0.0441176470588,0.28,0.72,0.355194805195,0.1,0.8,-0.234490740741,-0.7,-0.166666666667,0.240740740741,-0.107407407407,0.259259259259,0.107407407407,6.88653164253051
92,11,342,0.59580838145,0.999999995575,0.712389377379,11,5,1,0,4.9649122807,7,0,1,0,0,0,0,3400,3500,3450,0,0,1,0,0,0,0,0,0.028572263951,0.425323670863,0.028571999347,0.48896049178,0.0285715740586,0.514363636364,0.239075757576,0.0526315789474,0.00584795321637,0.9,0.1,0.379966329966,0.1,1,-0.4625,-0.625,-0.3,0.310606060606,0.0681818181818,0.189393939394,0.0681818181818,8.26873183211774
283,9,393,0.538659792426,0.999999996094,0.660156247421,17,4,1,0,5.19592875318,7,0,0,1,0,0,0,1400,1800,1600,1,0,0,0,0,0,0,0,0.587543728124,0.0293272718948,0.0286083092142,0.325947953597,0.0285727371699,0.294696969697,0.100757575758,0.027989821883,0.00763358778626,0.785714285714,0.214285714286,0.275757575758,0.0333333333333,0.8,-0.216666666667,-0.25,-0.2,0.0666666666667,0.0333333333333,0.433333333333,0.0333333333333,7.17011954344963
213,12,291,0.580985913447,0.999999994253,0.695402294854,3,3,2,1,4.64261168385,6,0,0,1,0,0,0,467,13800,5355.66666667,1,0,0,0,0,0,0,0,0.782760381862,0.0333381869723,0.0333938802502,0.0333341486533,0.117173402262,0.386147186147,0.139177489177,0.0343642611684,0.00687285223368,0.833333333333,0.166666666667,0.354772727273,0.136363636364,0.6,-0.1625,-0.2,-0.125,0,0,0.5,0,7.17011954344963
33,9,1029,0.436149311949,0.999999998353,0.634266885281,20,1,5,0,4.80952380952,10,1,0,0,0,0,0,8200,8200,8200,0,0,0,0,0,1,0,1,0.546327792454,0.0201559539977,0.392936785112,0.0201305140655,0.0204489543703,0.42148538961,0.166816152597,0.0408163265306,0.0155490767736,0.724137931034,0.275862068966,0.416341991342,0.05,1,-0.301041666667,-0.7,-0.1,0.5,0.5,0,0.5,8.24275634571448
